URL Parameter
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_300x250
returnUrl=%2fde%2fsportwetten%3futm_source%3dcoop%26utm_medium%3d9272_forza_ch%26utm_campaign%3dodds_integration%26utm_content%3dlang_de%26utm_term%3dodds%26showbet%3dtrue
utm_source=coop&utm_medium=9191_onefootball_ch&showbet=true
leagueids=1021&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
returnUrl=%2fde%2fregister%3futm_source%3dsocial%2520%26utm_medium%3d9298_socialads_at%26utm_campaign%3deishockey_peking%26utm_content%3dlang_at%26utm_term%3dfacebook
utm_source=affiliate&utm_medium=banner&utm_campaign=CA_Mainpage&utm_content=INT
utm_source=programmatic&utm_medium=adform&utm_campaign=100_nkb_2022&utm_content=nkb_at&utm_term=banner_300x250
utm_source=social&utm_medium=9499_steelsharks&utm_campaign=superbowl_2022&utm_content=lang_at&utm_term=facebook
returnUrl=%2Fde%2Fcontent%2Fsportsbook%2Fpromotions%2Fwettguthaben%3Futm_source%3Dcoop%26utm_medium%3D9396_wettformat%26utm_campaign%3Dwettguthaben_0222%26utm_content%3Dlang_de%26utm_term%3Dtextlink
returnUrl=%2fde%2flandingpages%2fbettingchallenge%2f5%3futm_source%3dcoop%26utm_medium%3d9242_Livescore_App%26utm_campaign%3dlothar_challenge_0122%26utm_content%3dlang_de%26utm_term%3dbanner_320x50
utm_source=coop&utm_medium=9305_Standard&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_300x250
utm_source=coop&utm_medium=9506_eurosport_olympia&utm_campaign=awareness%20&utm_content=lang_de&utm_term=video
returnUrl=%2Fde%2Fcontent%2Fsportsbook%2Fpromotions%2Fspecial-freebet%3Futm_source%3Dcoop%26utm_medium%3D9396_wettformat%26utm_campaign%3Dsuperbowl_2022%26utm_content%3Dlang_de%26utm_term%3Dtextlink
returnUrl=%2fde%2fcontent%2fsportsbook%2fpromotions%2ffreebet%3futm_source%3dsocial%2520%26utm_medium%3d9298_socialads_at%26utm_campaign%3deishockey_peking%26utm_content%3dlang_at%26utm_term%3dfacebook
returnUrl=%2Fde%2Fcontent%2Fsportsbook%2Fpromotions%2Fwettguthaben%3Futm_source%3Dsocial%2520%26utm_medium%3D9298_socialads_at%26utm_campaign%3D11_wettguthaben_0222%26utm_content%3Dlang_at%26utm_term%3Dfacebook
embed=true&utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=goldenticket_flachau_0322
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_320x50
returnUrl=%2Fde%2Fcontent%2Fsportsbook%2Fpromotions%2Fspecial-freebet%3Futm_source%3Dsocial%26utm_medium%3D9298_socialads_at%26utm_campaign%3Dsuperbowl_2022%26utm_content%3Dlang_at%26utm_term%3Dfacebook
UseKeys=true&participate=1&utm_source=coop&utm_medium=9275_SR_AT&utm_campaign=100_bonus&utm_content=lang_de&utm_term=popunder
utm_source=coop&utm_medium=9301_Oe24&utm_campaign=wettguthaben_0222&utm_content=lang_de&utm_term=300x600
leagueids=1029&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
utm_source=affiliate&utm_medium=textlink&utm_campaign=LM&utm_content=DE
utm_source=coop&utm_medium=9280_ORF&utm_campaign=wettguthaben_0222&utm_content=lang_de&utm_term=300x600
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=eishockey_olympia&utm_content=lang_de&utm_term=banner_300x250
bn=Textlink-SB-Text-Default-AT-text-8461-IamStudent&utm_source=coop&utm_medium=8461_Iamstudent&utm_campaign=11_wettguthaben&utm_content=lang_de&utm_term=jpg_1200x630
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=superbowl_2022&utm_content=lang_de&utm_term=banner_300x250
utm_source=social%20&utm_medium=9299_socialads_ch&utm_campaign=eishockey_peking&utm_content=lang_ch&utm_term=facebook
leagueids=1030&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
"utm_source=coop&utm_medium=banner_320x50,9277_Livescore_Mobile_App_AT&utm_campaign=11_wettguthaben_0821&utm_content=lang_de&showbet=true"
utm_source=affiliate&utm_medium=textlink&utm_campaign=SB_Freebet_DA&utm_content=DE
utm_source=affiliate&utm_medium=textlink&utm_campaign=Bonus&utm_content=DE
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=superbowl_2022&utm_content=lang_de&utm_term=banner_320x50
utm_source=coop&utm_medium=9301_Oe24&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=300x600
leagueids=105379&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
returnUrl=%2fde%2fsportwetten%3futm_source%3dcoop%26utm_medium%3d9241_fotmob_ch%26utm_campaign%3dodds_integration%26utm_content%3dlang_de%26utm_term%3dodds
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=100_bonus&utm_content=lang_de&utm_term=banner_300x250
returnUrl=%2fde%2fsportwetten%3futm_source%3dcoop%26utm_medium%3d8661_livescore_app_ch%26utm_campaign%3dodds_integration%26utm_content%3dlang_de%26utm_term%3dodds
utm_source=coop&utm_medium=9306_laola_AT&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9307_Autoscout_AT&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_300x250
utm_source=programmatic&utm_medium=adform&utm_campaign=11_freebet_0222&utm_content=olympia_freebet_at&utm_term=banner_300x250
utm_source=social%20&utm_medium=9298_socialads_at&utm_campaign=goldenticket_flachau_0322&utm_content=lang_at&utm_term=facebook
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=eishockey_olympia&utm_content=lang_de&utm_term=banner_320x50
utm_source=coop&utm_medium=9191_onefootball_ch&utm_campaign=25_wettguthaben_0222&utm_content=lang_de&utm_term=banner_300x250
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=lothar_challenge_0122&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9306_laola_AT&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_300x600
returnUrl=%2fde%2fcontent%2fsportsbook%2fpromotions%2fwettguthaben%3futm_source%3dcoop%26utm_medium%3d9302_Krone%26utm_campaign%3d11_wettguthaben_0222%26utm_content%3dlang_de%26utm_term%3dbanner_320x480
"leagueid=410084,410123,410099,410101,410843&utm_source=affiliate&utm_medium=textlink&utm_campaign=SB_NK&utm_content=DE_Quotenboost"
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=200_bonus&utm_content=lang_fr&utm_term=banner_300x250
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=100_bonus&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=eishockey_olympia&utm_content=lang_de&utm_term=banner_728x90
ln=Promotions&cat=PSB30_CH&st=Sportsbook&utm_source=affiliate&utm_medium=textlink&utm_campaign=SB_Bonus_IT&utm_content=IT
returnUrl=%2fde%2fsportwetten%3futm_source%3dcoop%26utm_medium%3d9191_onefootball_ch%26utm_campaign%3dodds_integration%26utm_content%3dlang_de%26utm_term%3dodds
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=eishockey_olympia&utm_content=lang_de&utm_term=banner_300x600
returnUrl=%2fde%2flandingpages%2fbettingchallenge%2f5%3futm_source%3dcoop%26utm_medium%3d9396_wettformat%26utm_campaign%3dlothar_challenge_0122%26utm_content%3dlang_de%26utm_term%3dtextlink
utm_source=affiliate&utm_medium=textlink&utm_campaign=11_Wettguthaben_0620&utm_content=DE
utm_source=affiliate&utm_medium=textlink&utm_campaign=SB_Bonus_PT&utm_content=PT
utm_source=koop&utm_medium=8696_laola&utm_campaign=goldenticket_21_22&utm_content=lang_at&utm_term=textlink
embed=true&utm_source=social&utm_medium=8793_socialads_at&utm_campaign=goldenticket_21_22
leagueids=1025&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
utm_source=coop&utm_medium=9240_futbol24com_ch&utm_campaign=200_bonus&utm_content=lang_de&utm_term=banner_600x40
returnUrl=%2fde%2fsportwetten%3fshowBetslip%3d1%26amp%3butm_source%3dcoop%26amp%3butm_medium%3d9272_forza_ch%26amp%3butm_campaign%3dodds_integration%26amp%3butm_content%3dlang_de%26amp%3butm_term%3dodds%26amp%3bshowbet%3dtrue
utm_source=affiliate&utm_medium=textlink&utm_campaign=SB_Voucher_DE&utm_content=DE
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=200_bonus&utm_content=lang_fr&utm_term=banner_728x90
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=lothar_challenge_0821&utm_content=lang_de&utm_term=banner_300x600
utm_source=programmatic&utm_medium=adform&utm_campaign=100_nkb_2022&utm_content=nkb_ch&utm_term=banner_160x600
leagueids=1019&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
utm_source=coop&utm_medium=9191_onefootball_ch&utm_campaign=200_bonus&utm_content=lang_de&utm_term=banner_1200x627
utm_source=coop&utm_medium=9306_laola_AT&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_300x250
utm_source=social&utm_medium=9297_socialads_de&utm_campaign=afrikacup&utm_content=lang_de&utm_term=facebook
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=200_bonus&utm_content=lang_de&utm_term=banner_300x250
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=powderdays_0222&utm_content=lang_de&utm_term=banner_300x250
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=powderdays_0222&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=200_bonus&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=lothar_challenge_0122&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9424_Oe24TV&utm_campaign=wetttalk_22&utm_content=lang_de&utm_term=preroll
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=25_wettguthaben_0222&utm_content=lang_de&utm_term=banner_300x250
utm_source=programmatic&utm_medium=adform&utm_campaign=11_freebet_0222&utm_content=olympia_freebet_ch&utm_term=banner_300x250
utm_source=coop&utm_medium=9291_bild_de&utm_campaign=lothar_challenge_0122&utm_content=lang_de&utm_term=banner_320x480
utm_source=social&utm_medium=9298_socialads_at&utm_campaign=nkb&utm_content=lang_at&utm_term=facebook
utm_source=social&utm_medium=9298_socialads_at&utm_campaign=powderdays&utm_content=lang_at&utm_term=facebook
utm_source=affiliate&utm_medium=textlink&utm_campaign=iwcasino&utm_content=DE
"utm_source=coop&utm_medium=,9296_sportbild&utm_campaign=em_2021_finale&utm_content=lang_de"
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=lothar_challenge_0122&utm_content=lang_de&utm_term=banner_970x250
utm_source=affiliate&utm_medium=textlink&utm_campaign=SB_NKB200&utm_content=DE
utm_source=coop&utm_medium=9307_Autoscout_AT&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_800x250
utm_source=social&utm_medium=8793_socialads_at&utm_campaign=goldenticket_21_22&utm_content=lang_at&utm_term=facebook
utm_source=coop&utm_medium=9272_forza_ch&utm_campaign=200_bonus&utm_content=lang_fr&utm_term=banner_680x100
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=100_bonus&utm_content=lang_de&utm_term=banner_300x600
leagueids=410065&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
utm_source=coop&utm_medium=8658_fotmob_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_300x250
returnUrl=%2fde%2fregister%3futm_source%3dsocial%2520%26utm_medium%3d9299_socialads_ch%26utm_campaign%3deishockey_peking%26utm_content%3dlang_ch%26utm_term%3dfacebook
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=100_bonus&utm_content=lang_de&utm_term=banner_970x250
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=eishockey_olympia&utm_content=lang_de&utm_term=banner_970x250
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_300x600
utm_source=programmatic&utm_medium=adform&utm_campaign=100_nkb_2022&utm_content=nkb_at&utm_term=banner_160x600
leagueids=10410&utm_source=coop&utm_medium=9277_livescore_at&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
returnUrl=%2fde%2fsportwetten%3fbn%3dTextlink-SB-Text-Default-AT-text-8461-IamStudent%26utm_source%3dcoop%26utm_medium%3d8461_Iamstudent%26utm_campaign%3d11_wettguthaben%26utm_content%3dlang_de%26utm_term%3djpg_1200x630
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=lothar_challenge_0122&utm_content=lang_de&utm_term=banner_300x600
leagueids=1024&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
returnUrl=%2fde%2fsportwetten%3fshowBetslip%3d1%26amp%3butm_source%3dcoop%26amp%3butm_medium%3d9191_onefootball_ch%26amp%3butm_campaign%3dodds_integration%26amp%3butm_content%3dlang_de%26amp%3butm_term%3dodds
returnUrl=%2fde%2fsportwetten%3futm_source%3dcoop%26utm_medium%3dbanner_320x50%2c9242_Livescore_App%26utm_campaign%3d25_wettguthaben_0821%26utm_content%3dlang_de
utm_source=coop&utm_medium=8655_sportradar_forza_ch&utm_campaign=200_bonus&utm_content=lang_de&utm_term=odds_integration
leagueids=1022&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_728x90
leagueids=1036&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
returnUrl=%2fde%2fcontent%2fsportsbook%2fpromotions%2fwettguthaben%3futm_source%3dcoop%26utm_medium%3d9280_ORF%26utm_campaign%3d11_wettguthaben_0222%26utm_content%3dlang_de%26utm_term%3dbanner_320x480
"utm_source=coop&utm_medium=,9291_bild_de&utm_campaign=em_2021_finale&utm_content=lang_de"
utm_source=coop&utm_medium=8657_futbol24_ch&utm_campaign=200_bonus&utm_content=lang_de&utm_term=textlink
utm_source=coop&utm_medium=9082_Pro7_Sat1&utm_campaign=DFL&utm_content=lang_de&utm_term=preroll
utm_source=coop&utm_medium=9272_forza_ch&utm_campaign=200_bonus&utm_content=lang_de&utm_term=banner_640x320
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=11_wettguthaben_0222&utm_content=lang_de&utm_term=banner_300x600
returnUrl=%2fde%2fcontent%2fsportsbook%2fpromotions%2ffreebet%3futm_source%3dcoop%26utm_medium%3d9242_Livescore_App%26utm_campaign%3deishockey_olympia%26utm_content%3dlang_de%26utm_term%3dbanner_320x50
returnUrl=%2fde%2fcontent%2fsportsbook%2fpromotions%2fspecial-freebet%3futm_source%3dsocial%26utm_medium%3d9499_steelsharks%26utm_campaign%3dsuperbowl_2022%26utm_content%3dlang_at%26utm_term%3dfacebook
returnUrl=%2fde%2flandingpages%2fbettingchallenge%2f4%3futm_source%3dsocial%26utm_medium%3d9297_socialads_de%26utm_campaign%3dafrikacup%26utm_content%3dlang_de%26utm_term%3dfacebook
returnUrl=%2fde%2fsportwetten%3fshowBetslip%3d1%26amp%3butm_source%3dcoop%26amp%3butm_medium%3d9241_fotmob_ch%26amp%3butm_campaign%3dodds_integration%26amp%3butm_content%3dlang_de%26amp%3butm_term%3dodds
utm_source=coop&utm_medium=9396_wettformat&utm_campaign=africa_cup_0122&utm_content=lang_de&utm_term=textlink
returnUrl=%2Fde%2Fcontent%2Fsportsbook%2Fpromotions%2Fwettguthaben%3Futm_source%3Dcoop%26utm_medium%3D9302_Krone%26utm_campaign%3D11_wettguthaben_0222%26utm_content%3Dlang_de%26utm_term%3Dbanner_320x480
utm_source=coop&utm_medium=9240_futbol24com_ch&utm_campaign=25_wettguthaben_0222&utm_content=lang_de&utm_term=banner_600x40
leagueids=10598&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
returnUrl=%2fde%2fsportwetten%3futm_source%3dcoop%26utm_medium%3d9272_forza_ch%26utm_campaign%3dodds_integration%26utm_content%3dlang_de%26utm_term%3dodds
utm_source=coop&utm_medium=9230_Betgenius-CH&utm_campaign=25_wettguthaben_0222&utm_content=lang_de&utm_term=banner_320x50
utm_source=deeplink&gclsrc=aw.ds&gclid=EAIaIQobChMIj46np8ub8AIVjdd3Ch08rQDYEAAYAiAAEgIbpPD_BwE
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=100_bonus&utm_content=lang_de&utm_term=banner_320x50
utm_source=coop&utm_medium=9296_sportbild&utm_campaign=lothar_challenge_0821&utm_content=lang_de&utm_term=banner_300x250
utm_source=deeplink&gclsrc=aw.ds&gclid=Cj0KCQjw9_mDBhCGARIsAN3PaFPtyr5hHBm8kpJKKD_hc7Ol3ymOO9qD_x0GwDkfRkJ1pyVJkIey4nsaAqEUEALw_wcB
returnUrl=%2fde%2flandingpages%2fpromotionoverview%3futm_source%3ddeeplink%26gclsrc%3daw.ds%26gclid%3dCj0KCQjw9_mDBhCGARIsAN3PaFPtyr5hHBm8kpJKKD_hc7Ol3ymOO9qD_x0GwDkfRkJ1pyVJkIey4nsaAqEUEALw_wcB
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_728x90
utm_source=coop&utm_medium=9306_laola_AT&utm_campaign=goldenticket_flachau_0322&utm_content=lang_de&utm_term=banner_160x600
utm_source=coop&utm_medium=9396_wettformat&utm_campaign=100_bonus&utm_content=lang_de&utm_term=textlink
utm_source=affiliate&utm_medium=textlink&utm_campaign=Casino_NKBonusLP_INT&utm_content=INT&utm_term=unknown&gclsrc=unknown&gclid=unknown
utm_source=coop&utm_medium=8079_kicker.de&utm_campaign=100_bonus&utm_content=lang_de&utm_term=textlink&gclsrc=unknown&gclid=unknown
utm_source=coop&utm_medium=9274_BG_Programmatic&utm_campaign=superbowl_2022&utm_content=lang_de&utm_term=banner_160x600
embed=true&utm_source=coop&utm_medium=9306_laola_AT&utm_campaign=goldenticket_flachau_0322
leagueids=407049&utm_source=coop&utm_medium=9242_livescore_ch&utm_campaign=odds_integration&utm_content=lang_de&utm_term=odds&showbet=true
